TABNAME	TCODE	LIFNR	MATNR	ZZMAKER	ZZJSQI	ZZKUBUN	ZZJAPAN	ZZRM_ORIGIN	ZZCATEGORY	ZZPACKING_TYPE	ZZPACKING_SIZE	ZZPACKING_UNIT	ZZINCI_NAME
	ME12	C000107	91100353100	NIKKO CHEMICALS CO.,LTD	Y	2	03531	JP	Surfactant	CAN	15	KG	BEHENETH-20
	ME12	C000146	91100353500	NIHON EMULSION CO.,LTD	Y	2	03535	JP	Surfactant	CAN	17	KG	?TOCOPHEROL(0.03%)
	ME12	C010178	91100354200	TAIYO KAGAKU CO.,LTD	Y	2	03542	JP	Surfactant	CAN	10	KG	GLYCERYL STEARATE SE
	ME12	C010164	91100355600	Matsumoto Fine Chemical Co.,Ltd	Y	2	03556	JP	Surfactant	CAN	15	KG	POLYGLYCERYL-2ÿDIISOSTEARATE
	ME12	C000146	91100356100	NIHON EMULSION CO.,LTD	Y	2	03561	JP	Surfactant	CAN	17	KG	PEG-20 GLYCERYL ISOSTEARATE
	ME12	C000146	91100356400	NIHON EMULSION CO.,LTD	Y	2	03564	JP	Surfactant	CAN	17	KG	PEG-60 GLYCERYL ISOSTEARATE / TOCOPHEROL
	ME12	C010178	91100356401	NOF CORPORATION	Y	2	03564	JP	Surfactant	CAN	18	KG	PEG-60 GLYCERYL ISOSTEARATE / TOCOPHEROL
	ME12	C000146	91100356700	NIHON EMULSION CO.,LTD	Y	2	03567	JP	Surfactant	CAN	15	KG	PEG-5 GLYCERYL STEARATE
	ME12	C010178	91100359100	TAIYO KAGAKU CO.,LTD	Y	2	03591	JP	Surfactant	CAN	10	KG	GLYCERYL STEARATE SE
	ME12	C010178	91100361900	SANYO CHEMICAL INDUSTRIES,LTD	Y	2	03619	JP	Surfactant	DRUM	170	KG	WATER/SODIUM?LAURYL?GLYCOL?CARBOXYLATE /TETRASODIUM?EDTA 
	ME12	C000146	91100364300	ASAHI KASEI FINE CHEM	N	2	03643	JP	Surfactant	CAN	1	KG	WATER, SODIUM DILAURAMIDOGLUTAMIDE LYSINE
	ME12	C000146	91100365300	AJINOMOTO CO., INC	Y	2	03653	JP	Surfactant	CAN	18	KG	AQUA / POTASSIUM COCOYL GLUTAMATE
	ME12	C000107	91100366400	NIPPON SURFACTANT KOGYO K.K.	Y	3	03664	JP	Surfactant	CAN	10	KG	SODIUM?METHYL?STEAROYL?TAURATE
	ME12	C010178	91100366500	NOF CORPORATION	Y	2	03665	JP	Surfactant	DRUM	190	KG	WATER / SODIUM METHYL COCOYL TAURATE
	ME12	C010178	91100392700	NOF CORPORATION	Y	2	03927	JP	Surfactant	DRUM	17	KG	WATER/LAURYL BETAINE/SODIUM BENZOATE
	ME12	C000563	91100393600	OSAKA ORGANIC CHEMICAL INDUSTRY LTD	Y	2	03936	JP	Polymers	DRUM	200	KG	?SODIUM BENZOATE
	ME12	C010178	91100396300	NOF CORPORATION	Y	2	03963	JP	Surfactant	CAN	18	KG	Dodecyltrimethylammonium chloride/Water
	ME12	C000563	91100396700	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	03967	JP	Surfactant	CAN	20	KG	"Hydroxyethyl cellulose/Glycidyltrimethylammonium
chloride"
	ME12	C000563	91100397100	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	03971	JP	Surfactant	DRUM	15	KG	WATER / STEARTRIMONIUM CHLORIDE / ISOPROPYL ALCOHOL
	ME12	C010164	91100398900	LUBRIZOL SPECIALTY CHEMICAL	Y	2	03989	CN	Polymers	DRUM	204	KG	dimethylamine
	ME12	C010194	91100399500	LUBRIZOL SPECIALTY CHEMICAL	Y	2	03995	CN	Polymers	DRUM	200	KG	WATER / POLYQUATERNIUM-7 / SODIUM BENZOATE
	ME12	C010164	91100399500	LUBRIZOL SPECIALTY CHEMICAL	Y	2	03995	CN	Polymers	DRUM	200	KG	WATER / POLYQUATERNIUM-7 / SODIUM BENZOATE
	ME12	C010164	91100431800	ASADA MILLING CO.,LTD	Y	2	04318	JP	Powders	BAG	15	KG	TALC
	ME12	C010204	91100444300	TITAN KOGYO, LTD	Y	2	04443	JP	Powders	BAG	10	KG	TITANIUM DIOXIDE / ALUMINUM HYDROXIDE / STEARIC ACID
	ME12	C000565	91100455100	TAYCA CORPORATION	Y	3	04551	JP	Powders	BAG	10	KG	HYDROGEN DIMETHICONE / DIMETHICONE / ZINC OXIDE
	ME12	C000565	91100455800	TAYCA CORPORATION	N	3	04558	JP	Actives	CAN	10	KG	ZINC OXIDE / TRIETHOXYCAPRYLYLSILANE
	ME12	C000146	91100468100	AGC SI-TECH CO.,LTD	Y	2	04681	JP	Powders	BAG	20	KG	SILICA
	ME12	C010164	91100478500	MIYOSHI KASEI, INC.	Y	2	04785	JP	Powders	BAG	15	KG	MICA/ITANIUM?DIOXIDE/DIMETHICONE 
	ME12	C010164	91100478600	MIYOSHI KASEI, INC.	Y	2	04786	JP	Coloring Agents	CAN	15	KG	TITANIUM?DIOXIDE/MICA /SILICA /DIMETHICONE 
	ME12	C010164	91100478700	MIYOSHI KASEI, INC.	Y	2	04787	JP	Surfactant	CAN	15	KG	TITANIUM?DIOXIDE/MICA /SILICA /DIMETHICONE 
	ME12	C010164	91100479400	MIYOSHI KASEI, INC.	Y	2	04794	JP	Coloring Agents	CAN	15	KG	Mica/titanium oxide/dimethyl
	ME12	C010164	91100479600	MIYOSHI KASEI, INC.	N	3	04796	JP	Powders	BAG	15	KG	MICA /TITANIUM?DIOXIDE/DIMETHICONE
	ME12	C010164	91100481900	MIYOSHI KASEI, INC	Y	2	04819	JP	Powders	BAG	20	KG	TALC / DIMETHICONE
	ME12	C010164	91100487900	MIYOSHI KASEI, INC.	Y	3	04879	JP	Surfactant	CAN	15	KG	IRON?OXIDES/TALC/DIMETHICONE/HYDROGEN?DIMETHICONE
	ME12	C010194	91100491701	LUBRIZOL ADVANCED MATERIALS, INC GOGYO CO, LTD	Y	2	04917	CN	Polymers	DRUM	217700	G	CARBOMER
	ME12	C010178	91100517400	Qingdao Fuso Refining & Processing Co., Ltd.	Y	2	05174	CN	Actives	BAG	25	KG	CITRIC ACID
	ME12	C010178	91100517500	Qingdao Fuso Refining & Processing Co., Ltd.	Y	2	05175	CN	Actives	BAG	25	KG	SODIUM CITRATE
	ME12	C010178	91100519300	KOKUSAN CHEMICAL CO.,LTD	Y	2	05193	JP	Actives	DRUM	220	KG	PHOSPHORIC ACID
	ME12	C010164	91100522200	Akzo Nobel Pulp and Performance Chemicals AB	Y	2	05222	SE	Actives	DRUM	25	KG	POTASSIUM HYDROXIDE / WATER
	ME12	C019148	91100526400	BASF SE	Y	2	05264	DE	Other	DRUM	230	KG	TRIETHANOLAMINE
	ME12	C000146	91100526500	ADEKA CORPORATION	N	2	05265	JP	Surfactant	DRUM	18	KG	Ethylenediamine/Propylene oxide
	ME12	C000146	91100551500	TITAN KOGYO, LTD	Y	3	05515	JP	Coloring Agents	BAG	20	KG	IRONÿOXIDES
	ME12	C000146	91100551600	TITAN KOGYO, LTD	Y	2	05516	JP	Coloring Agents	BAG	25	KG	IRONÿOXIDES
	ME12	C010180	91100551700	DAITO KASEI KOGYO CO.,LTD	Y	2	05517	JP	Powders	BAG	20	KG	IRONÿOXIDES
	ME12	C010164	91100563300	NOURYON SURFACE CHEMISTRY LLC	N	2	05633	US	Actives	DRUM	226800	G	WATER / LACTIC ACID / HYDROXYETHYL UREA / AMMONIUM LACTATE
	ME12	C010198	91100565400	ICHIMARU PHARCOS CO.,LTD.	Y	2	05654	JP	Actives	CAN	5	KG	WATER / BUTYLENE GLYCOL / PRUNUS YEDOENSIS LEAF EXTRACT
	ME12	C010178	91100582200	SHOWA KAKO CORP.	Y	2	05822	JP	Actives	CAN	20	KG	SODIUM LACTATE / WATER
	ME12	C000146	91100615500	Nippon Beet Sugar Manufacturing Co., Ltd.	Y	3	06155	JP	Actives	CAN	10	KG	BETAINE
	ME12	C000561	91100616400	NICHIRI KAGAKU CO., LTD	Y	3	06164	JP	Actives	CAN	10	KG	ARGININE HCL
	ME12	C010198	91100617700	ICHIMARU PHARCOS CO., LTD	Y	2	06177	JP	Surfactant	CAN	5	KG	BUTYLENE?GLYCOL
	ME12	C000561	91100618100	MARUZEN PHARMACEUTICALS CO.,LTD	Y	3	06181	JP	Actives	BAG	100	G	Glycyrrhiza Glabra (Licorice) Root Extract
	ME12	C000561	91100618900	MARUZEN PHARMACEUTICALS CO.,LTD	Y	3	06189	JP	Actives	CAN	5	KG	ALCOHOL/ROYAL JELLY EXTRACT/WATER
	ME12	C000303	91100619700	TAKASAGO INTERNATIONAL CORP.	Y	3	06197	JP	Actives	BOTTLE	500	G	FRAGRANCE
	ME12	C010179	91100621702	Changzhou Yinsheng Pharmacy Co., Ltd.	Y	3	06217	CN	Actives	DRUM	200	KG	TRANEXAMIC ACID
	ME12	C010164	91100622400	LONZA GUANGZHOU PHARMACEUTICAL LTD.	Y	2	06224	CN	Actives	BOX	20	KG	NIACINAMIDE
	ME12	C000146	91100624500	KOEI KOGYO CO., LTD	Y	2	06245	JP	Actives	CAN	5	KG	BUTYLENE GLYCOL/THYMUS SERPILLUM EXTRACT/WATER
	ME12	C010178	91100625400	TAMA BIOCHEMICAL CO.,LTD	Y	2	06254	JP	Actives	CAN	5	KG	TOCOPHEROL
	ME12	C000561	91100631500	MARUZEN PHARMACEUTICALS CO.,LTD	Y	2	06315	JP	Actives	BOTTLE	1	KG	Rubus Idaeus (Raspberry) Fruit Extract (and) Butylene Glycol
	ME12	C000146	91100637100	AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA	Y	2	06371	BR	Actives	CAN	25	KG	SODIUM?PCA/WATER
	ME12	C000561	91100638500	SPERA NEXUS, Inc.	Y	2	06385	JP	Actives	BAG	1	KG	Sodium hyaluronate/Defatted soybean/Starch/L-Glutamic Acid/Propylene oxide/Ethylene oxide
	ME12	C000303	91100641400	TAKASAGO INTERNATIONAL CORP.	Y	2	06414	JP	Actives	CAN	20	KG	MENTHOL
	ME12	C000146	91100644900	API CORPORATION	Y	2	06449	JP	Actives	CAN	25	KG	HONEY
	ME12	C000563	91100647100	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	06471	JP	Actives	CAN	17	KG	PHENOXYETHANOL
	ME12	C019148	91100647500	BASF Beauty Care Solutions France S.A.S.	Y	2	06475	FR	Actives	DRUM	10	KG	CHLORPHENESIN
	ME12	C000561	91100667500	KANEKA HAKKO BIO CO.,LTD	Y	3	06675	JP	Actives	BOTTLE	1	KG	UBIQUINONE
	ME12	C000561	91100669900	MARUZEN PHARMACEUTICALS CO.,LTD	Y	2	06699	JP	Actives	CAN	5	KG	BUTYLENE GLYCOL / WATER / HYDROLYZED CONCHIOLIN PROTEIN
	ME12	C000563	91100697100	KYODO CHEMICAL CO.,LTD	Y	2	06971	JP	Actives	CAN	10	KG	BENZOPHENONE-3
	ME12	C019148	91100698300	"	BASF SE"	Y	2	06983	DE	Actives	DRUM	200	KG	ETHYLHEXYL METHOXYCINNAMATE / BHT
	ME12	C000002	91100699500	DSM NUTRITIONAL PRODUCTS	N	4	06995	DE	Actives	CAN	20	KG	POLYSILIONE-15
	ME12	C019148	91100713500	SUN CHEMICAL COMPANY LTD.	N	3	07135	BE	Coloring Agents	BOX	5	KG	C61-1245 SunCROMA Chromium Oxide Green
	ME12	C010204	91100717600	DAIICHI KASEI CO.,LTD	Y	2	07176	JP	Coloring Agents	BAG	10	KG	ULTRAMARINES
	ME12	C000146	91100911300	THE NISSHIN OILLIO GROUP ,LTD	Y	2	09113	JP	Polymers	CAN	10	KG	XANTHAN GUM
	ME12	C000146	91100911800	ASAHI KASEI	Y	2	09118	JP	Powders	BAG	20	KG	MICROCRYSTALLINE CELLULOSE
	ME12	C000146	91100913300	GOO CHEMICAL CO., LTD	N	3	09133	JP	Polymers	DRUM	160	KG	ALCOHOL / AMP-ACRYLATES/C1-18 ALKYL ACRYLATE/C1-8 ALKYL ACRYLAMIDE COPOLYMER
	ME12	C010164	91100917100	Nouryon Japan K.K.	N	3	09171	JP	Actives	DRUM	180	KG	POLYURETHANE-10 / WATER / ALCOHOL/ PHENOXYETHANOL/PEG-12 DIMETHICONE
	ME12	C010204	91100918900	NIHON YUUKINENDO CO.,LTD	Y	2	09189	JP	Polymers	CAN	10	KG	BENTONITE
	ME12	C000107	91100921300	TOAGOSEI CO.,LTD.	Y	2	09213	JP	Surfactant	BAG	20	KG	SODIUM POLYACRYLATE
	ME12	C010168	91100921601	Ashland?Specialties?France?Sarl	Y	3	09216	FR	Polymers	BAG	25	KG	CELLULOSEÿGUM
	ME12	C010168	91100923700	ASHLAND SPECIALTY INGREDIENTS	Y	3	09237	NL	Polymers	BAG	25	KG	HYDROXYETHYLCELLULOSE
	ME12	C010168	91100924500	ASHLAND SPECIALTY INGREDIENTS	Y	3	09245	US	Polymers	DRUM	49900	G	PVP/VA COPOLYMER
	ME12	C010164	91100925900	MITSUBISHI CHEMICAL CORPORATION	N	3	09259	JP	Polymers	DRUM	160	KG	METHACRYLOYL ETHYL BETAINE/ACRYLATES COPOLYMER(30.0%)/ALCOHOL
	ME12	C010164	91100925901	OSAKA ORGANIC CHEMICAL INDUSTRY LTD	Y	2	09259	JP	Polymers	DRUM	160	KG	METHACRYLOYL ETHYL BETAINE/ACRYLATES COPOLYMER(30.0%)/ALCOHOL
	ME12	C010164	91100927801	OSAKA ORGANIC CHEMICAL INDUSTRYÿLTD	Y	3	09278	JP	Polymers	DRUM	160	KG	METHACRYLOYL ETHYL BETAINE/ACRYLATES COPOLYMER / ALCOHOL
	ME12	C000146	91100934700	LUBRIZOL ADVANCED MATERIALS, INC GOGYO CO, LTD	Y	2	09347	BE	Polymers	CAN	20	KG	ACRYLATES / C10-30 ALKYL ACRYLATE CROSSPOLYMER
	ME12	C000146	91100934900	LUBRIZOL ADVANCED MATERIALS, INC GOGYO CO, LTD	Y	2	09349	BE	Polymers	CAN	20	KG	ACRYLATES / C10-30 ALKYL ACRYLATE CROSSPOLYMER
	ME12	C000146	91100935700	NIKKO RICA CORPORATION	Y	2	09357	JP	Wax & Oils	DRUM	16	KG	Polybutene
	ME12	C000563	91100936700	OSAKA ORGANIC CHEMICAL INDUSTRY LTD	Y	2	09367	JP	Polymers	DRUM	50	KG	POLYACRYLATE-1
	ME12	C010164	91100997300	CLARIANT	N	3	09973	ES	Polymers	BOX	25	KG	AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER
	ME12	C010164	91100997800	CLARIANT	Y	2	09978	ES	Polymers	BOX	25	KG	AMMONIUMÿACRYLOYLDIMETHYLTAURATE/BEHENETH-25ÿMETHACRYLATEÿCROSSPOLYMER
	ME12	C000563	91100998100	OSAKA ORGANIC CHEMICAL INDUSTRY LTD	Y	2	09981	JP	Polymers	DRUM	180	KG	VP/VA COPOLYMER / ALCOHOL / WATER / LACTIC ACID / SODIUM LACTATE
	ME12	C010164	91101151200	DOW SILICONES CORPORATION	N	3	11512	US	Silicones	DRUM	168	KG	CAPRYLYLÿMETHICONE
	ME12	C010178	91101341700	NOF Corporation	Y	2	13417	JP	Surfactant	CAN	15	KG	PPG-30-BUTETH-30 /TOCOPHEROL 
	ME12	C010178	91101351100	NOF CORPORATION	N	2	13511	JP	Surfactant	DRUM	200	KG	SORBETH-30 TETRAISOSTEARATE / SORBETH-30 TETRAISOSTEARATE
	ME12	C000146	91101461200	SUZUKI YUSHI INDUSTRIAL CO., LTD	Y	2	14612	JP	Powders	BAG	15	KG	SILICA 
	ME12	C010164	91101484300	MIYOSHI KASEI, INC.	Y	2	14843	JP	Powders	BAG	20	KG	SILICA/DIMETHICONE 
	ME12	C010196	91101612300	CRODAROM SAS	N	1	16123	FR	Actives	CAN	25	KG	Glycerin / Water / Vaccinium Macrocarpon (Cranberry) Fruit Extract / Potassium Sorbate / Sorbic Acid
	ME12	C000561	91101613500	MARUZEN PHARMACEUTICALS CO., LTD.	Y	1	16135	JP	Actives	CAN	5	KG	BUTYLENE GLYCOL, WATER, CENTELLA ASIATICA LEAF/STEM EXTRACT
	ME12	C000561	91101631200	MARUZEN PHARMACEUTICALS CO., LTD.	Y	2	16312	JP	Actives	CAN	5	KG	Butylene Glycol/Water/Camellia Sinensis Leaf Extract
	ME12	C000146	91101641400	ADEKA CORPORATION	Y	3	16414	JP	Wax & Oils	CAN	18	KG	ETHYLHEXYLGLYCERIN
	ME12	C000561	91101663200	MARUZEN PHARMACEUTICALS CO., LTD.	Y	2	16632	JP	Actives	BOTTLE	1	KG	BUTYLENE?GLYCOL/WATER/CITRUS?JUNOS?FRUIT?EXTRACT
	ME12	C010168	91101911500	geniaLab BioTechnologie Produkte und Dienstleistungen GmbH	N	1	19115	DE	Polymers	BUCKET	25	KG	Water / Algin / Phenoxyethanol / Caprylyl Glycol / Chondrus Crispus Powder
	ME12	C000107	91101921400	TOAGOSEI CO.,LTD.	N	2	19214	JP	Surfactant	CAN	10	KG	SODIUM ACRYLATES CROSSPOLYMER-2
	ME12	C010175	91101931400	SUMITOMO SEIKA CHEMICALS CO. LTD	N	2	19314	JP	Surfactant	CAN	15	KG	Carbomer
	ME12	C010175	91101931500	SUMITOMO SEIKA CHEMICALS CO. LTD	Y	2	19315	JP	Polymers	CAN	15	KG	CARBOMER
	ME12	C010191	91101991600	Taiwan Yes Deep Ocean Water Co	N	1	19916	TW	Actives	BOTTLE	4	KG	SEA WATER EXTRACT
	ME12	C000567	91106152200	KOKUSAN CHEMICAL CO., LTD	Y	2	61522	JP	Actives	DRUM	25	KG	SODIUM HYDROXIDE
	ME12	C000563	91108464101	VANTAGE SPECIALTIES SPAIN, S.L.U.	N	3	02367	JP	Wax & Oils	DRUM	180	KG	SQUALANE
	ME12	C000563	91108618501	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	03951	JP	Surfactant	BAG	20	KG	CATINAL DC-80(UN) *SU
	ME12	C000557	91108663600	TOA KASEI CO.,LTD.	N	3	02464	JP	Wax & Oils	BAG	20	KG	Refined Candellila Wax
	ME12	C010164	91108671600	NIPPON FINE CHEMICAL CO., LTD	Y	3	02698	JP	Wax & Oils	CAN	15	KG	DIISOPROPYL?SEBACATE
	ME12	C010200	9110C052401	TANGSHAN SUNFAR	N	1	C0524	CN	Actives	BAG	25	KG	WATER / POTASSIUM HYDROXIDE
	ME12	C010181	9110C052401	UNID. CO.,LTD 	N	1	C0524	KR	Actives	BAG	25	KG	WATER / POTASSIUM HYDROXIDE
	ME12	C000146	9110FT20200	IDEMITSU KOSAN CO.,LTD	N	2	FT202	JP	Wax & Oils	DRUM	158	KG	Hydrogenated polyisobutene
	ME12	C010183	91122A05700	FIRMENICH	N	2	2A057	SG	Fragrance	CAN	10	KG	FRAGRANCE
	ME12	C010158	91122A10901	GIVAUDAN	N	2	2A109	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C010158	91122A22901	GIVAUDAN	N	2	2A229	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C010020	91122A25700	IFF (GREATER ASIA) PTE., LTD	N	2	2A257	SG	Fragrance		25	KG	FRAGRANCE
	ME12	C010174	91122A29101	PT MANE INDONESIA	N	2	2A291	ID	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C000303	91122A34200	TAKASAGO INTERNATIONAL CORP.	N	2	2A342	JP	Fragrance	CAN	5	KG	FRAGRANCE
	ME12	C010020	91122A35000	IFF (GREATER ASIA) PTE., LTD	N	2	2A350	SG	Fragrance	DRUM	100	KG	FRAGRANCE
	ME12	C010158	91122A40201	GIVAUDAN	N	2	2A402	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C010020	91122A44000	IFF (GREATER ASIA) PTE., LTD	N	2	2A440	SG	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91122A44100	TAKASAGO INTERNATIONAL CORP.	N	2	2A441	JP	Fragrance	DRUM	100	KG	FRAGRANCE
	ME12	C010159	91122A56600	OGAWA Flavors & Fragrances	Y	2	2A566	JP	Fragrance	BUCKET	15	KG	FRAGRANCE
	ME12	C000303	91122A57100	TAKASAGO INTERNATIONAL CORP.	Y	2	2A571	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91122A57700	TAKASAGO INTERNATIONAL CORP.	Y	2	2A577	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91122A77700	TAKASAGO INTERNATIONAL CORP.	Y	2	2A777	JP	Fragrance	DRUM	50	KG	FRAGRANCE
	ME12	C000563	91122A79400	T. HASEGAWA CO., LTD, 	Y	2	2A794	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91122A82200	TAKASAGO INTERNATIONAL CORP.	Y	2	2A822	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91122A82300	TAKASAGO INTERNATIONAL CORP.	Y	2	2A823	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C010158	91122A83800	Givaudan Japan KK	Y	2	2A838	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C000303	91122A86700	Takasago (Singapore)	Y	2	2A867	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C000303	91122A86800	TAKASAGO INTERNATIONAL CORP.	Y	2	2A868	JP	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C000303	91122A86900	TAKASAGO INTERNATIONAL CORP.	Y	2	2A869	JP	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C010158	91122A88100	Givaudan	Y	2	2A881	SG	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C000303	91122A90400	Takasago (Singapore)	Y	2	2A904	SG	Fragrance	CAN	14	KG	FRAGRANCE
	ME12	C010174	91122A90500	PT MANE INDONESIA	Y	2	2A905	ID	Fragrance	CAN	25	KG	FRAGRANCE
	ME12	C000564	91122A91500	V.MANE FILS JAPAN,LTD	Y	2	2A915	JP	Fragrance	CAN	5	KG	FRAGRANCE
	ME12	C000563	91122A92100	T.HASEGAWA	Y	2	2A921	JP	Fragrance	CAN	3	KG	FRAGRANCE
	ME12	C000303	91122B34600	TAKASAGO INTERNATIONAL CORP.	Y	2	2B346	JP	Fragrance	DRUM	25	KG	FRAGRANCE
	ME12	C010174	91122B47300	PT MANE INDONESIA	Y	2	2B473	ID	Fragrance	CAN	25	KG	FRAGRANCE
	ME12	C010155	91400029200	HUY VIET TAY DO PRODUCTION & TRADING CO., LTD	Y	1	00292	VN	Alcohol and Polyols	TANK	12000	KG	ALCOHOL
	ME12	C010155	91400029400	HUY VIET TAY DO PRODUCTION & TRADING CO., LTD	N	1	00294	VN	Alcohol and Polyols	TANK	6000	KG	ALCOHOL
	ME12	C010205	91100353600	Clariant (Japan) K.K.	Y	2	03536	JP	Surfactant	CAN	17	KG	Diethyleneglycol Monolaurate
	ME12	C000146	91100356600	Nihon Emulsion Co., Ltd	Y	2	03566	JP	Surfactant	CAN	17	KG	PEG-90 Glyceryl Isostearate
	ME12	C000146	91100362700	Ajinomoto Co., Inc	Y	2	03627	JP	Surfactant	CAN	15	KG	Sodium Cocoyl Glycinate
	ME12	C010178	91100516700	FUSO CHEMICAL CO., LTD.	Y	2	05167	JP	Actives	BAG	25	KG	MALIC ACID
	ME12	C019148	91100641401	BASF	Y	2	06414	DE	Actives	CAN	20	KG	MENTHOL
	ME12	C010205	91100652400	CLARIANT INDIA	Y	2	06524	IN	Actives	DRUM	25	KG	FRAGRANCE
	ME12	C010164	91103500100	Musashino Chemical Laboratory, Ltd	N	2	35001	JP	Actives	DRUM	200	KG	AMMONIUM LACTATE
	ME12	C010164	91103500300	Nouryon	N	2	35003	CN	Actives	DRUM	226800	G	Hydroxyethyl Urea
	ME12	C010198	91103600100	DSM NUTRITIONAL PRODUCTS LTD.	Y	2	36001	GB	Actives	BUCKET	20	KG	Panthenol
	ME12	C010178	9110FT30200	Taiyo Kagaku Co., Ltd	Y	2	FT302	JP	Surfactant	DRUM	18	KG	Polyglyceryl Dicaprate
	ME12	C000303	91122A87700	TAKASAGO INTERNATIONAL CORP.	Y	2	2A877	JP	Fragrance	BOTTLE	1	KG	FRAGRANCE
	ME12	C000563	91122B55800	T.Hasegawa Co.Ltd	Y	2	2B558	JP	Fragrance	CAN	15	KG	FRAGRANCE
	ME12	C000563	91122B56300	T.HASEGAWA CO., LTD.	Y	2	2B563	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000303	91124000100	TAKASAGO INTERNATIONAL CORP.	Y	2	40001	JP	Fragrance	DRUM	200	KG	FRAGRANCE
	ME12	C010209	91100526401	DOW Saudi Arabia	Y	1	05264	SA	Actives	DRUM	230	KG	TRIETHANOLAMINE
	ME12	C000146	91103300200	Kao Corporation	Y	2	33002	JP	Surfactant	CAN	16	KG	Sodium Cocoyl Glutamate
	ME12	C000303	91122291400	TAKASAGO INTERNATIONAL CORP.	Y	2	22914	JP	actives	CAN	5	KG	FRAGRANCE
	ME12	C000563	91100352600	TOHO CHEMICAL INDUSTRY CO., LTD.	Y	2	03526	JP	Surfactant	BAG	20	KG	Niacinamide
	ME12	C010195	91103300000	Samyang KCI	Y	2	33000	KR	Polymers	BOX	20	KG	Guar Hydroxypropyltrimonium Chloride
	ME12	C000146	91103200000	Nippon Seiro	N	2	32000	JP	Wax & Oils	BAG	20	KG	Paraffin wax (100 % by Wt.)
	ME12	C000560	91100114200	Sonneborn LLC	Y	2	01142	US	Wax & Oils	DRUM	181	KG	Petroleum
	ME12	C010164	91100641600	Ueno Fine chemical Industry., LTD	Y	2	06416	JP	Actives	BOX	25	KG	ETHYLPARABEN
	ME12	C010164	91100643200	Ueno Fine chemical Industry., LTD	Y	2	06432	JP	Actives	CAN	10	KG	BUTYLPARABEN
	ME12	C000146	91122218900	Symrise 	Y	2	22189	DE	Fragrance	CAN	20	KG	FRAGRANCE
	ME12	C010164	91100914000	NIPPON FINE CHEMICAL CO., LTD	Y	3	09140	JP	Actives	BOX	500	G	Tremella fuciformis Polysaccharide
	ME12	C000146	91100623600	SENJU PHARMACEUTICAL CO.,LTD.	Y	2	06236	JP	Actives	CAN	1	KG	POTASSIUM ASCORBYL TOCOPHERYL PHOSPHATE
	ME12	C000002	91148167100	SHISEIDO CO., LTD - KAKEGAWA	N	4	81671	JP	WIP	DRUM	20	KG	WIP
	ME12	C000002	91141371500	Fine Today Industries Co.,Ltd.	N	4	13715	JP	Actives	Bag	15	KG	Lithium Magnesium Sodium Silicate
	ME12	C000002	91100137500	NIKKO RICA CORPORATION	Y	4	01375	JP	Wax & Oils	BAG	15	KG	Polyethylene wax
	ME12	C000002	91148228200	SHISEIDO CO., LTD - KAKEGAWA	Y	4	82282	JP	WIP	DRUM	20	KG	WIP
	ME12	C000002	91101S26300	SHISEIDO CO., LTD - KAKEGAWA	Y	4	1S263	JP	WIP	DRUM	30	KG	Fragrance (Parfum) (orange fragrance granules)
	ME12	C000002	91100399300	Osaka Organic Chemical Industry Ltd.	N	4	03993	JP	Polymers	BOTTLE	10	KG	Propyltrimoniumchlorideacrylamide / Dimethylacrylamide Copolymer
	ME12	C000002	91100615300	YUKI GOSEI KOGYO CO.,LTD.	Y	4	06153	JP	Surfactant	BAG	20	KG	GLYCINE
	ME12	C000001	91100644300	QIANJIANG YONGAN PHARMACEUTICAL	Y	4	06443	CN	Surfactant	CAN	20	KG	Taurine
	ME12	C000002	91141B40500	Inui Kogyosho Co., LTD	N	4	1B405	JP	Polymers	BAG	20	KG	Lithium Magnesium Sodium Silicate
	ME12	C000002	91146703500	TAKETOMBO	N	4	67035	JP	Coloring Agents	Bottle	1	KG	Iron Oxide
