TABNAME	TCODE	LIFNR	MATNR	ZZMAKER	ZZJSQI	ZZKUBUN	ZZJAPAN	ZZRM_ORIGIN	ZZCATEGORY	ZZPACKING_TYPE	ZZPACKING_SIZE	ZZPACKING_UNIT	ZZINCI_NAME
	ME12	C000002	91100629800	KOEI KOGYO CO., LTD.	Y	4	06298	JP	Actives	CAN	5	KG	BUTYLENE GLYCOL/NUPHAR JAPONICUM ROOT EXTRACT
	ME12	C000002	91100631100	MARUZEN PHARMACEUTICALS CO.,LTD	Y	4	06311	JP	Actives	CAN	5	KG	1,3-Butylene Glycol/Hestnut rose extract
	ME12	C000002	91101631100	NITTA GELATIN INC	Y	4	16311	JP	Surfactant	CAN	5	KG	Maris Sal (Sea Salt)
	ME12	C000002	91100949500	TOYOTAMA INTERNATIONAL INC	Y	4	09495	JP	Other	CAN	15	KG	Rosa Damascena Flower Water
	ME12	C000002	91100643400	MARUZEN PHARMACEUTICALS CO.,LTD	Y	4	06434	JP	Actives	CAN	5	KG	Chamomilla Recutita (Matricaria) Flower Extract (and) Butylene Glycol
	ME12	C000002	91100224300	KOEI KOGYO CO., LTD.	Y	4	02243	JP	Wax & Oils	CAN	15	KG	ORYZA SATIVA (RISE) GERM OIL/TOCOPHEROL
	ME12	C000002	91100295400	NIPPON FINE CHEMICAL CO., LTD	Y	4	02954	JP	Wax & Oils	CAN	18	KG	BIS-ETHOXYDIGLYCOL?CYCLOHEXANE?1,4-DICARBOXYLATE /TOCOPHEROL 
	ME12	C000002	91100215800	NIPPON SURFACTANT INDUSTRIES CO., LTD	Y	4	02158	JP	Surfactant	BOTTLE	16	KG	ROSAÿCANINAÿFRUITÿOIL / TOCOPHEROL / ASCORBYLÿDIPALMITATE
	ME12	C000002	91100113800	NOF CORPORATION	N	4	01138	JP	Wax & Oils	CAN	14	KG	HYDROGENATED?POLYISOBUTENE/TOCOPHEROL 
	ME12	C000002	91100218200	T. HASEGAWA CO., LTD	Y	4	02182	JP	Wax & Oils	CAN	5	KG	CITRUS?AURANTIUM?DULCIS?(ORANGE)?PEEL?OIL/LIMONENE/LINALOOL 
	ME12	C000002	91100713300	TAIHEI CHEMICAL INDUSTRIAL CO.,LTD	Y	4	07133	JP	Powders	BAG	10	KG	CHARCOAL POWDER
	ME12	C000002	91100641300	TAKASAGO INTERNATIONAL CORP.	Y	4	06413	JP	Wax & Oils	DRUM	15	KG	EUCALYPTUS GLOBULUS LEAF OIL/LIMONENE/LINALOOL
	ME12	C000002	91100215700	FUJIKASEI CO.,LTD.	N	4	02157	JP	Wax & Oils	OTHERS	1	KG	ARGANIA SPINOSA KERNEL OIL 100 299184
	ME12	C000002	91100143400	NIKKO RICA CORPORATION	Y	4	01434	JP	Wax & Oils	BAG	15	KG	PARAFFIN/MICROCRYSTALLINE WAX/BHT
	ME12	C000002	91100187900	Nagase Viita Co., Ltd.	Y	4	01879	JP	Surfactant	BAG	20	KG	Trehalose
	ME12	C000002	91100186700	MITSUBISHI CHEMICAL CORPORATION	Y	4	01867	JP	Alcohol and Polyols	BAG	20	KG	ERYTHRITOL
	ME12	C000002	91100727100	Daiwa Dyestuff Mfg. Co., Ltd.	Y	4	07271	JP	Coloring Agents	CAN	5	KG	Blue 1
	ME12	C000002	91100722300	KISHI KASEI CO., LTD	Y	4	07223	JP	Actives	BOTTLE	1	KG	D&C RED NO.33
	ME12	C000002	91100926100	DOW CHEMICAL COMPANY	Y	4	09261	US	Surfactant	DRUM	63500	G	PEG-90M / BHT / SILICA
	ME12	C000002	91100391100	KAWAKEN FINE CHEMICALS CO.,LTD	Y	4	03911	JP	Surfactant	DRUM	200	KG	SODIUM COCOAMPHOACETATE / WATER
	ME12	C000002	91100317600	NISSHIN OILLIO GROUP ,LTD	Y	4	03176	JP	Actives	CAN	17	KG	Isostearic acid/Sorbitol
	ME12	C000002	91100398700	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	4	03987	JP	Surfactant	CAN	15	KG	Stearoxyhydroxypropyl /Stearyl alcohol
	ME12	C000002	91100196500	NOF CORPORATION	Y	4	01965	JP	Surfactant	BAG	20	KG	Ethylene Oxide
	ME12	C000002	91100313600	NIPPON SURFACTANT INDUSTRIES CO., LTD.	Y	4	03136	JP	Actives	CAN	20	KG	SORBITAN TRISTEARATE
	ME12	C000002	91100394800	AJINOMOTO CO., INC.	Y	4	03948	JP	Wax & Oils	CAN	19	KG	Glycidyl ether/Arginine/Ethanol
	ME12	C000002	91100145600	WACKER ASAHIKASEI SILICONE CO.,LTD	N	4	01456	JP	Silicones	CAN	16	KG	Polydimethylsiloxane
	ME12	C010204	91100145300	SHINETSU CHEMICAL CO.,LTD	Y	2	01453	JP	Silicones	DRUM	180	KG	DIMETHICONE,WATER/AMINOPROPYL DIMETHICONE/STEARTRIMONIUM CHLORIDE/PHENOXYETHANOL/CETRIMONIUM CHLORIDE
	ME12	C000002	91100424400	ISHIHARA SANGYO KAISHA LTD	Y	4	04244	JP	Powders	BAG	25	KG	TITANIUM DIOXIDE / ALUMINUM HYDROXIDE
	ME12	C000002	91100698100	DSM NUTRITIONAL PRODUCTS	Y	4	06981	CN	Actives	CAN	20	KG	BUTYL METHOXYDIBENZOYLMETHANE
	ME12	C000002	91100691500	SYMRISE AG	Y	4	06915	MX	Actives	DRUM	200	KG	Ethylhexyl Salicylate
	ME12	C000002	91100551400	TITAN KOGYO, LTD	Y	4	05514	JP	Coloring Agents	BAG	20	KG	CI 77491
	ME12	C000002	91100487100	TAYCA CORPORATION	Y	4	04871	JP	Powders	BAG	10	KG	Titanium Dioxide (and) Silica
	ME12	C000002	91100912100	CP KELCO COMPANY	Y	4	09121	US	Polymers	BAG	25	KG	XANTHAN GUM
	ME12	C000002	91100912300	CP KELCO COMPANY	Y	4	09123	US	Polymers	BAG	25	KG	XANTHAN GUM
	ME12	C000002	91100682700	DAITO KASEI KOGYO CO.,LTD	Y	4	06827	JP	Polymers	BAG	20	KG	SODIUM POLYACRYLATE STARCH
	ME12	C000002	91100912400	MP GOKYO FOOD & CHEMICAL 	Y	4	09124	JP	Surfactant	CAN	10	KG	TAMARINDUS INDICA SEED GUM?GLUCOSE
	ME12	C000002	91100944700	INA FOOD INDUSTRY CO., LTD	Y	4	09447	JP	Polymers	CAN	10	KG	AGAR
	ME12	C010194	91100491800	LUBRIZOL ADVANCED MATERIALS, INC 	Y	2	04918	BE	Polymers	CAN	20	KG	Carbomer
	ME12	C000002	91100916700	ELEMENTIS SPECIALTIES	Y	4	09167	GB	Polymers	BAG	15	KG	DISTEARDIMONIUM HECTORITE
	ME12	C000002	91100665100	Maruzen Pharmaceutical Co.,Ltd.	Y	4	06651	JP	Actives	CAN	5	KG	Olive leaf Extract/1,3-butylene glycol
	ME12	C000002	9110FT20100	Miki Chemical Industry & Co., Ltd.	Y	4	FT201	JP	Wax & Oils	CAN	20	KG	beeswax
	ME12	C000001	91100725800	Sensient Colors LLC	Y	2	07258	US	Coloring Agents	CAN	20	KG	ACID YELLOW 3
	ME12	C010176	91100011601	ZHENGJIANG?CHXIN?OIL?TECHNOLOGY?CO.,?LTD	N	1	00116	CN	Wax & Oils	DRUM	170	KG	MINERAL?OIL
	ME12	C010152   	91100013300	Natural Oleochemical Sdn Bhd	N	1	00133	MY	Oleo Chemical	DRUM	250	KG	GLYCERIN
	ME12	C010201	91100013300	PT Musim Mas	N	2	00133	ID	Oleo Chemical	DRUM	250	KG	GLYCERIN
	ME12	C010190	91100016900	ROQUETTE Lianyungang Co., Ltd	N	1	00169	CN	Alcohol and Polyols	DRUM	250	KG	Sorbitol syrup
	ME12	C010189	91100017300	PILIPINAS KAO. INC	Y	1	00173	PH	Alcohol and Polyols	DRUM	200	KG	Stearyl alcohol
	ME12	C010176	91100091800	CP KELCO COMPANY	N	1	00918	CN	Polymers		25	KG	KELTROL
	ME12	C010200	91100093500	TANGSHAN SUNFAR SILICON INDUSTRIES CO., LTD.	Y	1	00935	CN	Actives	BAG	25	KG	POTASSIUM HYDROXIDE
	ME12	C010196	91100093600	CRODA SINGAPORE PTE LTD	N	1	00936	SG	Surfactant	BAG	25	KG	Fatty acid ester
	ME12	C000560	91100112401	Sonneborn LCC	Y	2	01124	US	Wax & Oils	DRUM	175	KG	MINERAL OIL
	ME12	C000563	91100113500	ENEOS CORPORATION	Y	2	01135	JP	Wax & Oils	DRUM	170	KG	MINERAL OIL
	ME12	C000146	91100119700	THE NISSHIN OILLIO GROUP ,LTD	Y	2	01197	JP	Wax & Oils	DRUM	160	KG	HYDROGENATED POLYDECENE / TOCOPHEROL
	ME12	C010204	91100119800	MARUZEN PETROCHEMICAL CO.,LTD	Y	2	01198	JP	Wax & Oils	DRUM	150	KG	ISODODECANE
	ME12	C000146	91100122400	NIKKO RICA COR	Y	2	01224	JP	Wax & Oils	DRUM	160	KG	PETROLATUM / TOCOPHEROL
	ME12	C010164	91100131100	NIPPON SEIRO CO.,LTD	N	2	01311	JP	Wax & Oils	BAG	20	KG	TOCOPHEROL
	ME12	C010164	91100131700	DOW SILICONES CORPORATION	N	2	01317	US	Wax & Oils	BUCKET	16	KG	BIS-PEG-18ÿMETHYLÿETHERÿDIMETHYLÿSILANE / BHT
	ME12	C000146	91100137200	NIKKO RICA COR	Y	2	01372	JP	Wax & Oils	CAN	20	KG	MICROCRYSTALLINE WAX / TOCOPHEROL
	ME12	C010204	91100145100	SHINETSU CHEMICAL CO.,LTD	Y	2	01451	JP	Silicones	CAN	25	KG	DIMETHICONE
	ME12	C010204	91100146100	SHINETSU CHEMICAL CO.,LTD	Y	2	01461	JP	Silicones	DRUM	180	KG	PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE
	ME12	C010204	91100146900	SHINETSU CHEMICAL CO.,LTD	N	2	01469	JP	Silicones	DRUM	180	KG	DIMETHICONE / AMINOPROPYL DIMETHICONE
	ME12	C010204	91100147100	SHINETSU CHEMICAL CO.,LTD	N	2	01471	JP	Silicones	DRUM	180	KG	AMINOPROPYLÿDIMETHICONE / PHENOXYETHANOL / DIMETHICONE / WATER /STEARTRIMONIUMÿCHLORIDE
	ME12	C010164	91100147200	DOW TORAY CO.,LTD	N	2	01472	JP	Silicones	DRUM	170	KG	DIMETHICONE / AQUA / ISOCETETH-10 / PHENOXYETHANOL / SODIUM BICARBONATE
	ME12	C010204	91100147700	SHIN-ETSU CHEMICAL CO.,LTD	Y	2	01477	JP	Silicones	CAN	16	KG	BIS-BUTYLDIMETHICONE?POLYGLYCERYL-3
	ME12	C010204	91100148200	SHINETSU CHEMICAL CO.,LTD	Y	2	01482	JP	Silicones	DRUM	150	KG	DIMETHICONE
	ME12	C010164	91100148401	DOW TORAY CO.,LTD	N	2	01484	JP	Silicones	DRUM	16	KG	TOCOPHEROL / POLYSILICONE-13 / HYDROGENATED POLYISOBUTENE
	ME12	C010204	91100148500	SHINETSU CHEMICAL CO.,LTD	Y	2	01485	JP	Silicones	CAN	16	KG	PEG-10 DIMETHICONE / TOCOPHEROL
	ME12	C010178	91100149300	WACKER ASAHIKASEI SILICONE CO.,LTD	Y	3	01493	JP	Silicones	DRUM	150	KG	DIMETHICONE 
	ME12	C010164	91100149900	DOW SILICONES CORPORATION	Y	2	01499	US	Silicones	DRUM	195	KG	TRIMETHYL PENTAPHENYL TRISIL OXANE
	ME12	C010204	91100151100	SHINETSU CHEMICAL CO.,LTD	Y	2	01511	JP	Silicones	DRUM	200	KG	DIMETHICONE
	ME12	C010204	91100151500	SHINETSU CHEMICAL CO.,LTD	Y	2	01515	JP	Silicones	DRUM	180	KG	DIMETHICONE
	ME12	C010204	91100152100	SHINETSU CHEMICAL CO.,LTD	Y	2	01521	JP	Silicones	CAN	16	KG	Dimethylpolysiloxane
	ME12	C010204	91100152900	SHINETSU CHEMICAL CO.,LTD	Y	2	01529	JP	Silicones	DRUM	150	KG	DIMETHICONE / C13-14 ISOPARAFFIN
	ME12	C010204	91100153100	SHINETSU CHEMICAL CO.,LTD	Y	2	01531	JP	Silicones	DRUM	200	KG	CYCLOMETHICONE
	ME12	C010204	91100153500	SHINETSU CHEMICAL CO.,LTD	Y	2	01535	JP	Silicones	CAN	18	KG	TRIMETHYLSILOXYSILICATE /DIMETHICONE
	ME12	C010204	91100153800	SHINETSU CHEMICAL CO.,LTD	Y	2	01538	JP	Silicones	DRUM	180	KG	DIMETHICONE
	ME12	C010204	91100154400	SHINETSU CHEMICAL CO.,LTD	Y	2	01544	JP	Silicones	CAN	17	KG	PEG-10 DIMETHICONE / TOCOPHEROL
	ME12	C010204	91100154700	SHINETSU CHEMICAL CO.,LTD	N	2	01547	JP	Silicones	CAN	16	KG	BHT / PEG-11 METHYL ETHER DIMETHICONE
	ME12	C010164	91100155300	DOW TORAY CO.,LTD	Y	3	01553	JP	Silicones	DRUM	160	KG	DIMETHICONE COPOLYOL, HYDROGENATED POLYISOBUTENE, Tocopherol
	ME12	C010204	91100155700	SHINETSU CHEMICAL CO.,LTD	Y	2	01557	JP	Silicones	CAN	16	KG	DIMETHICONE, WATER,/STEARTRIMONIUM CHLORIDE/PHENOXYETHANOL
	ME12	C010204	91100155700	SHINETSU CHEMICAL CO.,LTD	Y	2	01557	JP	Silicones	CAN	16	KG	DIMETHICONE, WATER,/STEARTRIMONIUM CHLORIDE/PHENOXYETHANOL
	ME12	C010204	91100158400	SHINETSU CHEMICAL CO.,LTD	Y	2	01584	JP	Silicones	DRUM	200	KG	DIPHENYLSILOXY PHENYL TRIMETHICONE
	ME12	C010178	91100172101	KOKYU  ALCOHOL KOGYO Co., LTD.	Y	2	01721	JP	Oleo Chemical	BAG	20	KG	CETYL ALCOHOL
	ME12	C010201	91100172101	PT Musim Mas	Y	2	01721	ID	Oleo Chemical	BAG	20	KG	CETYL ALCOHOL
	ME12	C010178	91100173101	KOKYU  ALCOHOL KOGYO Co., LTD.	Y	2	01731	JP	Oleo Chemical	BAG	20	KG	Stearyl alocohol
	ME12	C010201	91100173101	PT Musim Mas	Y	2	01731	ID	Oleo Chemical	BAG	20	KG	Stearyl alocohol
	ME12	C010178	91100173300	KOKYU ALCOHOL KOGYO CO.,LTD	Y	2	01733	JP	Alcohol and Polyols	CAN	20	KG	HYDROGENATED RAPESEED ALCOHOL
	ME12	C000563	91100174200	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	01742	JP	Oleo Chemical	CAN	20	KG	BEHENYL ALCOHOL
	ME12	C000107	91100175100	NIPPON SURFACTANT INDUSTRIES CO., LTD.	Y	3	01751	JP	Oleo Chemical	DRUM	25	KG	BATYL ALCOHOL
	ME12	C010178	91100177500	KOKYU ALCOHOL KOGYO CO.,LTD	Y	2	01775	JP	Oleo Chemical	CAN	15	KG	ISOSTEARYL ALCOHOL
	ME12	C000562	91100182100	FPG Oleochemicals Sdn.Bhd.	Y	2	01821	MY	Oleo Chemical	DRUM	250	KG	GLYCERIN
	ME12	C010201	91100182100	PT Musim Mas	Y	2	01821	ID	Oleo Chemical	DRUM	250	KG	GLYCERIN
	ME12	C000228	91100182600	SAKAMOTO YAKUHIN KOGYO CO., LTD	Y	2	01826	JP	Oleo Chemical	DRUM	250	KG	GLYCERIN / WATER
	ME12	C000228	91100183100	SAKAMOTO YAKUHIN KOGYO CO., LTD	Y	2	01831	PH	Oleo Chemical	DRUM	250	KG	DIGLYCERIN
	ME12	C000146	91100184000	ADEKA CORPORATION	Y	2	01840	JP	Glycol	DRUM	200	KG	PROPYLENE GLYCOL
	ME12	C010194	91100184000	Lyondell USA	Y	2	01840	US	Glycol	DRUM	200	KG	PROPYLENE GLYCOL
	ME12	C000146	91100184200	Primient Covation, LLC.	Y	2	01842	US	Alcohol and Polyols	CAN	15	KG	Propanediol/ Water
	ME12	C010194	91100185201	Lyondell USA	Y	2	01852	US	Glycol	DRUM	250	KG	DIPROPYLENE GLYCOL
	ME12	C000146	91100185300	DAICEL CHEMICAL INDUSTRIES,LTD	Y	2	01853	JP	Glycol	DRUM	200	KG	Butylene Glycol
	ME12	C000561	91100186200	B FOOD SCIENCE CO., LTD	Y	3	01862	JP	Alcohol and Polyols	DRUM	250	KG	SORBITOL / WATER
	ME12	C000565	91100194300	KURARAY Co., Ltd.	Y	2	01943	JP	Alcohol and Polyols	DRUM	195	KG	3-Methyl-1,3 Butanediol
	ME12	C010200	91100194300	KURARAY Co., Ltd.	Y	2	01943	JP	Alcohol and Polyols	DRUM	195	KG	3-Methyl-1,3 Butanediol
	ME12	C010178	91100195200	NOF CORPORATION	Y	2	01952	JP	Surfactant	DRUM	200	KG	PPG-40 BUTYL ETHER
	ME12	C010178	91100195800	SUMITOMO CHEMICALS CO.,LTD	Y	2	01958	JP	Surfactant	DRUM	50	KG	PEG-90M / BHT / SILICA
	ME12	C000563	91100196200	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	01962	CN	Surfactant	DRUM	230	KG	PEG-8
	ME12	C010205	91100196200	Clariant Chemicals (Huizhou) Ltd.	Y	2	01962	CN	Surfactant	DRUM	220	KG	PEG-8
	ME12	C000563	91100196301	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	01963	CN	Surfactant	DRUM	200	KG	PEG-32 / PEG-6
	ME12	C010178	91100196700	NOF CORPORATION	Y	2	01967	JP	Surfactant	CAN	15	KG	TOCOPHEROL / PEG-6
	ME12	C010178	91100196900	NOF CORPORATION	Y	2	01969	JP	Glycol	CAN	20	KG	POLYETHYLENE GLYCOL 1000
	ME12	C010178	91100197100	NOF CORPORATION	Y	2	01971	JP	Surfactant	DRUM	200	KG	Diglycerin
	ME12	C010178	91100197700	NOF CORPORATION	N	3	01977	JP	Glycol	DRUM	180	KG	POLYBUTYLENEGLYCOL
	ME12	C000003	91100198101	TOHO CHEMICAL INDUSTRY CO., LTD.	N	2	01981	JP	Surfactant	DRUM	200	KG	PPG-65-PEG-5 PENTAERYTHRITYL ETHER / BHT
	ME12	C000146	91100198200	THE NISSHIN OILLIO GROUP ,LTD	N	2	01982	JP	Surfactant	DRUM	200	KG	PEG-3 PPG-20 SUCCINATE / BHT
	ME12	C010178	91100198300	NOF CORPORATION	Y	2	01983	JP	Surfactant	DRUM	200	KG	PPG-70 POLYGLYCERYL-10 ETHER / BHT
	ME12	C000146	91100198600	LUBRIZOL CORPORATION	Y	2	01986	US	Alcohol and Polyols	DRUM	227	KG	METHYL GLUCETH-10
	ME12	C000107	91100219500	NIPPON SURFACTANT INDUSTRIES CO., LTD.	Y	2	02195	JP	Wax & Oils	CAN	15	KG	HYDROGENATED PALM OIL / ELAEIS GUINEENSIS (PALM) KERNEL OIL / ELAEIS GUINEENSIS (PALM) OIL / TOCOPHEROL / CITRIC ACID
	ME12	C000555	91100241601	KOSHIRO COMPANY LIMITED	Y	2	02416	JP	Wax & Oils	BOX	20	KG	Cera Alba (Beeswax)
	ME12	C000557	91100245100	TOA KASEI CO. ,LTD	Y	3	02451	JP	Wax & Oils	BAG	20	KG	COPERNICIA CERIFERA (CARNAUBA) WAX
	ME12	C010178	91100249800	KOKYU ALCOHOL KOGYO CO.,LTD	Y	2	02498	JP	Oleo Chemical	CAN	16	KG	ISOSTEARIC ACID
	ME12	C010178	91100249900	KOKYU ALCOHOL KOGYO CO.,LTD	Y	2	02499	JP	Oleo Chemical	CAN	16	KG	ISOSTEARIC ACID
	ME12	C010152	91100251700	NATURAL OLEOCHEMICALS SDN BHD	Y	2	02517	MY	Oleo Chemical	BAG	20	KG	STEARIC ACID
	ME12	C010201	91100251700	PT Musim Mas	Y	2	02517	ID	Oleo Chemical	BAG	20	KG	STEARIC ACID
	ME12	C000563	91100251700	 SOUTHERN ACIDS INDUSTRIES SDN. BHD	Y	2	02517	MY	Oleo Chemical	BAG	20	KG	STEARIC ACID
	ME12	C008020	91100251700	IOI ACIDCHEM SDN. BHD	Y	2	02517	MY	Oleo Chemical	BAG	20	KG	STEARIC ACID
	ME12	C010152	91100252100	NATURAL OLEOCHEMICALS SDN BHD	Y	2	02521	MY	Oleo Chemical	BAG	20	KG	LAURIC ACID
	ME12	C010201	91100252100	PT Musim Mas	Y	2	02521	ID	Oleo Chemical	BAG	20	KG	LAURIC ACID
	ME12	C000563	91100252100	 SOUTHERN ACIDS INDUSTRIES SDN. BHD	Y	2	02521	MY	Oleo Chemical	BAG	20	KG	LAURIC ACID
	ME12	C008020	91100252100	IOI ACIDCHEM SDN. BHD	Y	2	02521	MY	Oleo Chemical	BAG	20	KG	LAURIC ACID
	ME12	C008020	91100252300	PACIFIC OLEOCHEMICALS Sdn Bhd	Y	2	02523	MY	Oleo Chemical	DRUM	180	KG	fatty acid, C12-18 and C18 unsatd
	ME12	C010152	91100253100	NATURAL OLEOCHEMICALS SDN BHD	Y	2	02531	MY	Oleo Chemical	BAG	20	KG	MYRISTIC ACID
	ME12	C010201	91100253100	PT Musim Mas	Y	2	02531	ID	Oleo Chemical	BAG	20	KG	MYRISTIC ACID
	ME12	C000563	91100253100	 SOUTHERN ACIDS INDUSTRIES SDN. BHD	Y	2	02531	MY	Oleo Chemical	BAG	20	KG	MYRISTIC ACID
	ME12	C008020	91100253100	IOI ACIDCHEM SDN. BHD	Y	2	02531	MY	Oleo Chemical	BAG	20	KG	MYRISTIC ACID
	ME12	C010152	91100254100	NATURAL OLEOCHEMICALS SDN BHD	Y	2	02541	MY	Oleo Chemical	BAG	20	KG	PALMITIC ACID
	ME12	C010201	91100254100	PT Musim Mas	Y	2	02541	ID	Oleo Chemical	BAG	20	KG	PALMITIC ACID
	ME12	C000563	91100254100	 SOUTHERN ACIDS INDUSTRIES SDN. BHD	Y	2	02541	MY	Oleo Chemical	BAG	20	KG	PALMITIC ACID
	ME12	C008020	91100254100	IOI ACIDCHEM SDN. BHD	Y	2	02541	MY	Oleo Chemical	BAG	20	KG	PALMITIC ACID
	ME12	C010178	91100256100	NOF CORPORATION	Y	2	02561	JP	Oleo Chemical	BAG	20	KG	BEHENIC ACID
	ME12	C000146	91100262300	THE NISSHIN OILLIO GROUP ,LTD	Y	2	02623	JP	Wax & Oils	CAN	16	KG	DIISOSTEARYL MALATE
	ME12	C010178	91100262400	TAIYO KAGAKU CO.,LTD	Y	3	02624	JP	Surfactant	CAN	16	KG	Glyceryl Diisostearate
	ME12	C000146	91100262701	THE NISSHIN OILLIO GROUP, LTD.	Y	2	02627	TW	Wax & Oils	DRUM	180	KG	PENTAERYTHRITYL TETRAETHYLHEXANOATE
	ME12	C019148	91100262801	BASF Japan Ltd.	Y	2	02628	JP	Wax & Oils	DRUM	180	KG	TRIETHYLHEXANOIN
	ME12	C000146	91100263201	THE NISSHIN OILLIO GROUP ,LTD	Y	2	02632	TW	Wax & Oils	DRUM	170	KG	CETYL ETHYLHEXANOATE
	ME12	C000146	91100263700	Ajinomoto Co.,Inc	Y	2	02637	JP	Wax & Oils	CAN	15	KG	PHYTOSTERYL/OCTYLDODECYLÿLAUROYLÿGLUTAMATE /TOCOPHEROL
	ME12	C000146	91100264900	The Nisshin OilliO Group, Ltd.	Y	2	02649	JP	Polymers	CAN	16	KG	12-Hydroxystearic acid/Dipentaerythritol
	ME12	C010178	91100265800	KOKYU ALCOHOL KOGYO CO.,LTD	Y	2	02658	JP	Wax & Oils	CAN	15	KG	ISOPROPYL MYRISTATE
	ME12	C010196	91100267300	CRODA JAPAN KK	Y	2	02673	JP	Wax & Oils	CAN	20	KG	Myristyl Myristate
	ME12	C010196	91100269900	CRODA JAPAN KK	Y	3	02699	JP	Wax & Oils	CAN	15	KG	DIETHYLHEXYL SUCCINATE
	ME12	C019148	91100274200	BASF Care Chemicals (Shanghai) Co., Ltd.	Y	3	02742	CN	Wax & Oils	DRUM	175	KG	C12-15?ALKYL?BENZOATE
	ME12	C010178	91100274300	TAIYO KAGAKU CO., LTD	Y	2	02743	JP	Actives	DRUM	18	KG	Glyceryl caprate
	ME12	C010178	91100294100	NOF COPORATION	N	2	02941	JP	Surfactant	DRUM	200	KG	PEG / PPG-14 / 7 DIMETHYL ETHER
	ME12	C010178	91100294500	NOF CORPORATION	N	2	02945	JP	Surfactant		18	KG	PEG/PPG-50/40 DIMETHYL ETHER
	ME12	C010178	91100294800	NOF COPORATION	N	2	02948	JP	Alcohol and Polyols	DRUM	200	KG	PPG-17
	ME12	C000146	91100314600	THE NISSHIN OILLIO GROUP ,LTD	N	2	03146	JP	Surfactant	CAN	17	KG	SORBITAN SESQUIOLEATE/ TOCOPHEROL
	ME12	C010178	91100322300	NOF COPORATION	Y	2	03223	JP	Surfactant	CAN	18	KG	Laureth-4
	ME12	C000146	91100331200	NIHON EMULSION CO.,LTD	Y	2	03312	JP	Surfactant	CAN	15	KG	PEG-60 HYDROGENATED CASTOR OIL
	ME12	C010204	91100331201	TAKEMOTO OIL & FAT CO.,LTD	Y	2	03312	JP	Surfactant	CAN	18	KG	PEG-60 HYDROGENATED CASTOR OIL
	ME12	C000107	91100331500	NIPPON SURFACTANT INDUSTRIES CO., LTD.	Y	3	03315	JP	Surfactant	CAN	18	KG	PEG-20 HYDROGENATED CASTOR OIL
	ME12	C000107	91100331700	NIPPON SURFACTANT INDUSTRIES CO., LTD.	Y	2	03317	JP	Surfactant	CAN	31	KG	Castor Oil/Ethylene Oxide
	ME12	C000107	91100331900	NIKKO CHEMICALS CO.,LTD	N	2	03319	JP	Surfactant	CAN	18	KG	PEG-60 HYDROGENATED CASTOR OIL
	ME12	C000107	91100332200	NIKKO CHEMICALS CO.,LTD	Y	2	03322	JP	Surfactant	CAN	18	KG	PEG-100 HYDROGENATED CASTOR OIL / TOCOPHEROL
	ME12	C000107	91100332900	NIKKO CHEMICALS CO.,LTD	Y	2	03329	JP	Surfactant	CAN	18	KG	PEG-60 HYDROGENATED CASTOR OIL
	ME12	C000107	91100335600	NIKKO CHEMICALS CO.,LTD	Y	2	03356	JP	Surfactant	CAN	15	KG	TOCOPHEROL / PPG-7/PEG-30 PHYTOSTEROL
	ME12	C000563	91100339300	TOHO CHEMICAL INDUSTRY CO.,LTD	N	2	03393	JP	Surfactant	CAN	18	KG	PPG-1 BEHENETH-15
	ME12	C000146	91100339800	NIHON EMULSION CO.,LTD	N	2	03398	JP	Surfactant	CAN	17	KG	PEG-3 OLEATE / PROPYLENE GLYCOL OLEATE
	ME12	C000146	91100342400	NIHON EMULSION CO.,LTD	Y	2	03424	JP	Surfactant	CAN	15	KG	CETETH-25
	ME12	C000146	91100342700	NIHON EMULSION CO.,LTD	Y	2	03427	JP	Surfactant	CAN	15	KG	CETETH-20
	ME12	C000146	91100343600	NIHON EMULSION CO.,LTD	N	2	03436	JP	Surfactant	CAN	15	KG	OLETH-8
	ME12	C000146	91100345400	NIHON EMULSION CO.,LTD	Y	2	03454	JP	Surfactant	CAN	15	KG	OCTYLDODECETH-20
	ME12	C000146	91100345500	NIHON EMULSION CO.,LTD	N	2	03455	JP	Surfactant	CAN	15	KG	OCTYLDODECETH-25
	ME12	C000563	91100348600	TOHO CHEMICAL INDUSTRY CO.,LTD	Y	2	03486	JP	Surfactant	BAG	20	KG	GLYCOL DISTEARATE
	ME12	C000107	91100349200	NIKKO CHEMICALS CO.,LTD	N	2	03492	JP	Surfactant	CAN	17	KG	PPG-8-CETETH-20 / TOCOPHEROL
	ME12	C010178	91100349700	NOF CORPORATION	Y	2	03497	JP	Surfactant	CAN	15	KG	PPG-20-DECYLTETRADECETH-10 / TOCOPHEROL
	ME12	C000146	91100351600	NIHON EMULSION CO.,LTD	Y	2	03516	JP	Surfactant	CAN	17	KG	PEG-8 DIISOSTEARATE / TOCOPHEROL
	ME12	C010164	91100352700	RIKEN VITAMIN CO., LTD.	Y	2	03527	JP	Surfactant	DRUM	180	KG	PROPYLENE?GLYCOL?LAURATE
